dancing : danced = decreasing : decreased -> ['decreasing', 'decreases', 'decreased', 'increasing', 'lessened']
decreasing : decreased = describing : described -> ['describing', 'describes', 'describe', 'detailing', 'characterizing']
decreasing : decreased = enhancing : enhanced -> ['enhancing', 'decreased', 'enhance', 'enhances', 'increased']
decreasing : decreased = falling : fell -> ['falling', 'fell', 'fallen', 'dropped', 'plummeted']
decreasing : decreased = feeding : fed -> ['feeding', 'egg-laying', 'overwintering', 'ruminant', 'moulting']
decreasing : decreased = flying : flew -> ['flying', 'flew', 'b-17', 'flown', 'fighter-bombers']
decreasing : decreased = generating : generated -> ['generating', 'generates', 'generate', 'generated', 'hydro-power']
decreasing : decreased = going : went -> ['going', 'gone', 'go', 'went', 'detoured']
decreasing : decreased = hiding : hid -> ['hiding', 'hid', 'hide', 'stashed', 'cowering']
decreasing : decreased = hitting : hit -> ['hitting', 'hit', 'kicking', 'homers', 'ricocheting']
decreasing : decreased = implementing : implemented -> ['implementing', 'implement', 'peace-building', 'resourcing', 'formulating']
decreasing : decreased = increasing : increased -> ['increased', 'decreased', 'increasing', 'lessened', 'ever-increasing']
decreasing : decreased = jumping : jumped -> ['jumping', 'leaping', 'roping', 'parachuting', 'abseiling']
decreasing : decreased = knowing : knew -> ['knowing', 'realizing', 'knows', 'learns', 'realising']
decreasing : decreased = listening : listened -> ['listening', 'listened', 'listen', 'relearn', 'ad-lib']
decreasing : decreased = looking : looked -> ['looking', 'looked', 'look', 'looks', 'searched']
decreasing : decreased = moving : moved -> ['moving', 'moved', 'relocating', 'move', 'relocated']
decreasing : decreased = paying : paid -> ['paying', 'paid', 'pay', 'payed', 'pays']
decreasing : decreased = playing : played -> ['playing', 'played', 'play', 'plays', 'commentating']
decreasing : decreased = predicting : predicted -> ['predicting', 'predicted', 'predicts', 'estimating', 'diagnosing']
decreasing : decreased = reading : read -> ['reading', 'read', 'comprehension', 'readings', 'hearing']
decreasing : decreased = running : ran -> ['running', 'run', 'ran', 'runs', 'stretching']
decreasing : decreased = saying : said -> ['saying', 'stating', 'exclaiming', 'said', 'claiming']
decreasing : decreased = screaming : screamed -> ['screaming', 'screamed', 'screams', 'shrieking', 'moans']
decreasing : decreased = seeing : saw -> ['seeing', 'noticing', 'witnessing', 'watching', 'overhearing']
decreasing : decreased = selling : sold -> ['selling', 'sold', 'sell', 'payless', 'retails']
decreasing : decreased = shrinking : shrank -> ['shrinking', 'decreased', 'shrank', 'shrunk', 'diminished']
decreasing : decreased = singing : sang -> ['singing', 'sing', 'rapping', 'yodeling', 'crooning']
decreasing : decreased = sitting : sat -> ['sitting', 'seated', 'sat', 'sit', 'standing']
decreasing : decreased = sleeping : slept -> ['sleeping', 'slept', 'limos', 'sleep', 'awoke']
decreasing : decreased = slowing : slowed -> ['slowing', 'slowed', 'decreased', 'slows', 'slow']
decreasing : decreased = spending : spent -> ['spending', 'spent', 'spend', 'expenditure', 'decreased']
decreasing : decreased = striking : struck -> ['striking', 'struck', 'stunning', 'remarkable', 'superb']
decreasing : decreased = swimming : swam -> ['swimming', 'waterskiing', 'trampolining', 'racquetball', 'canoeing']
decreasing : decreased = taking : took -> ['taking', 'taken', 'take', 'took', 'takes']
decreasing : decreased = thinking : thought -> ['thinking', 'thought', 'bragged', 'worry', 'thinks']
decreasing : decreased = vanishing : vanished -> ['vanishing', 'vanished', 'decreased', 'disappeared', 'disappearing']
decreasing : decreased = walking : walked -> ['walking', 'jogging', 'strolls', 'walked', 'strolling']
decreasing : decreased = writing : wrote -> ['writing', 'write', 'cartooning', 'composing', 'scriptwriting']
decreasing : decreased = dancing : danced -> ['dancing', 'singing', 'dances', 'breakdancing', 'dance']
describing : described = enhancing : enhanced -> ['enhancing', 'described', 'inhibited', 'lessened', 'hindered']
describing : described = falling : fell -> ['falling', 'fallen', 'fell', 'thrown', 'climbed']
describing : described = feeding : fed -> ['feeding', 'frugivorous', 'described', 'reared', 'roosting']
describing : described = flying : flew -> ['flying', 'flown', 'flew', 'b-17', 'described']
describing : described = generating : generated -> ['generating', 'generated', 'coal-fired', 'pumped-storage', 'described']
describing : described = going : went -> ['going', 'gone', 'detoured', 'trotted', 'seen']
describing : described = hiding : hid -> ['hiding', 'abducted', 'described', 'duped', 'conned']
describing : described = hitting : hit -> ['hitting', 'described', 'struck', 'fouled', 'hit']
describing : described = implementing : implemented -> ['implemented', 'implementing', 'described', 'liberalised', 'mooted']
describing : described = increasing : increased -> ['increasing', 'increased', 'decreased', 'lessened', 'decreasing']
describing : described = jumping : jumped -> ['jumping', 'swum', 'leaping', 'described', 'skied']
describing : described = knowing : knew -> ['knowing', 'knew', 'knows', 'realised', 'described']
describing : described = listening : listened -> ['listening', 'listened', 'described', 'seen', 'playlisted']
describing : described = looking : looked -> ['looking', 'looked', 'railroaded', 'described', 'feted']
describing : described = moving : moved -> ['moving', 'moved', 'relocated', 'transported', 'move']
describing : described = paying : paid -> ['paying', 'paid', 'extorted', 'payed', 'disbursed']
describing : described = playing : played -> ['playing', 'played', 'described', 'play', 'coached']
describing : described = predicting : predicted -> ['predicting', 'described', 'predicted', 'observed', 'detected']
describing : described = reading : read -> ['reading', 'described', 'read', 'seen', 'conceptualised']
describing : described = running : ran -> ['running', 'run', 'swum', 'culverted', 'relaid']
describing : described = saying : said -> ['saying', 'described', 'said', 'stated', 'stating']
describing : described = screaming : screamed -> ['screaming', 'screamed', 'moaning', 'described', 'groaning']
describing : described = seeing : saw -> ['seeing', 'described', 'seen', 'hailed', 'awoken']
describing : described = selling : sold -> ['selling', 'sold', 'described', 'repossessed', 'retailed']
describing : described = shrinking : shrank -> ['shrinking', 'shrunk', 'reforested', 'overfished', 'colonised']
describing : described = singing : sang -> ['singing', 'dancing', 'sung', 'rapping', 'described']
describing : described = sitting : sat -> ['sitting', 'seated', 'described', 'seen', 'sworn-in']
describing : described = sleeping : slept -> ['sleeping', 'described', 'asphyxiated', 'huddled', 'slept']
describing : described = slowing : slowed -> ['slowing', 'slowed', 'impeded', 'hindered', 'quickened']
describing : described = spending : spent -> ['spending', 'spent', 'described', 'invested', 'de-registered']
describing : described = striking : struck -> ['striking', 'struck', 'described', 'uplifted', 'restrained']
describing : described = swimming : swam -> ['swimming', 'swum', 'waterskiing', 'canoeing', 'olympic-size']
describing : described = taking : took -> ['taking', 'taken', 'described', 'took', 'take']
describing : described = thinking : thought -> ['thinking', 'thought', 'described', 'tricked', 'duped']
describing : described = vanishing : vanished -> ['vanishing', 'described', 'disappearing', 'currawong', 'extirpated']
describing : described = walking : walked -> ['walking', 'trodden', 'swum', 'jogging', 'walked']
describing : described = writing : wrote -> ['writing', 'described', 'conceptualised', 'mentored', 'playwriting']
describing : described = dancing : danced -> ['dancing', 'danced', 'dance', 'dancer', 'dancers']
describing : described = decreasing : decreased -> ['decreasing', 'decreased', 'reduced', 'lessened', 'increased']
enhancing : enhanced = falling : fell -> ['falling', 'shunted', 'fallen', 'plummeting', 'remolded']
enhancing : enhanced = feeding : fed -> ['feeding', 'enhanced', 'hibernating', 'overwintering', 'molting']
enhancing : enhanced = flying : flew -> ['flying', 'lysanders', 'p-38', 'a-37', 'f-15c']
enhancing : enhanced = generating : generated -> ['generating', 'generated', 'enhanced', 'generator', 'generates']
enhancing : enhanced = going : went -> ['going', 'gone', 'shunted', 'recoded', 're-targeted']
enhancing : enhanced = hiding : hid -> ['hiding', 'hidden', 'retconned', 'double-crossed', 'conned']
enhancing : enhanced = hitting : hit -> ['hitting', 'hit', 'enhanced', 'nabbed', 'snagged']
enhancing : enhanced = implementing : implemented -> ['implementing', 'enhanced', 'implemented', 'dnssec', 'interoperable']
enhancing : enhanced = increasing : increased -> ['enhanced', 'increasing', 'increased', 'ever-increasing', 'reduced']
enhancing : enhanced = jumping : jumped -> ['jumping', 'leaping', 'enhanced', 'bungee', 'acrobatic']
enhancing : enhanced = knowing : knew -> ['knowing', 'realizing', 'knows', 'know', 'knew']
enhancing : enhanced = listening : listened -> ['listening', 'enhanced', 'synced', 'listened', 'upscaled']
enhancing : enhanced = looking : looked -> ['looking', 'looked', 'look', 'enhanced', 'miffed']
enhancing : enhanced = moving : moved -> ['moving', 'moved', 'move', 'shunted', 'upgraded']
enhancing : enhanced = paying : paid -> ['paying', 'paid', 'pay', 'payed', 'refunded']
enhancing : enhanced = playing : played -> ['playing', 'played', 'play', 'enhanced', 'overdubbed']
enhancing : enhanced = predicting : predicted -> ['predicting', 'predicted', 'enhanced', 'prediction', 'predicts']
enhancing : enhanced = reading : read -> ['reading', 'enhanced', 'read', 'digitalized', 'expurgated']
enhancing : enhanced = running : ran -> ['running', 'run', 'enhanced', 'extended', 'upscaled']
enhancing : enhanced = saying : said -> ['saying', 'stating', 'says', 'insinuating', 'retorted']
enhancing : enhanced = screaming : screamed -> ['screaming', 'screams', 'muffled', 'screamed', 'roars']
enhancing : enhanced = seeing : saw -> ['seeing', 'enhanced', 'miffed', 'slayed', 'relived']
enhancing : enhanced = selling : sold -> ['selling', 'sold', 'hand-numbered', 'bootlegged', 'retailed']
enhancing : enhanced = shrinking : shrank -> ['shrinking', 'enhanced', 'shrunk', 'magnified', 'brightened']
enhancing : enhanced = singing : sang -> ['singing', 'overdubbed', 'dancing', 'off-key', 'serenades']
enhancing : enhanced = sitting : sat -> ['sitting', 'seated', 'reclining', 'sat', 'deselected']
enhancing : enhanced = sleeping : slept -> ['sleeping', 'booby-trapped', 'enhanced', 'outfitted', 'plush']
enhancing : enhanced = slowing : slowed -> ['slowing', 'slowed', 'enhanced', 'speeded', 'accelerated']
enhancing : enhanced = spending : spent -> ['spending', 'enhanced', 'supplemented', 'augmented', 'lengthened']
enhancing : enhanced = striking : struck -> ['striking', 'enhanced', 'struck', 'stunning', 'colorized']
enhancing : enhanced = swimming : swam -> ['swimming', 'olympic-sized', 'olympic-size', '25m', 'ice-skating']
enhancing : enhanced = taking : took -> ['taking', 'taken', 'take', 'enhanced', 'took']
enhancing : enhanced = thinking : thought -> ['thinking', 'enhanced', 'forewarned', 'miffed', 'thought']
enhancing : enhanced = vanishing : vanished -> ['vanishing', 'enhanced', 'interpolated', 'colorized', 'augmented']
enhancing : enhanced = walking : walked -> ['walking', 'enhanced', 'jogging', 'hitchhiking', 'self-guided']
enhancing : enhanced = writing : wrote -> ['writing', 'digitalized', 'enhanced', 'eight-page', 'expurgated']
enhancing : enhanced = dancing : danced -> ['dancing', 'dance', 'enhanced', 'dances', 'animatronic']
enhancing : enhanced = decreasing : decreased -> ['enhanced', 'decreasing', 'reduced', 'increased', 'decreased']
enhancing : enhanced = describing : described -> ['describing', 'enhanced', 'describes', 'described', 'detailing']
falling : fell = feeding : fed -> ['feeding', 'feeds', 'feed', 'forages', 'preys']
falling : fell = flying : flew -> ['flying', 'flew', 'b-17', 'f4u', 'ex-raf']
falling : fell = generating : generated -> ['generating', 'generates', 'hydel', 'pumped-storage', 'generate']
falling : fell = going : went -> ['went', 'going', 'goes', 'go', 'fell']
falling : fell = hiding : hid -> ['hiding', 'hid', 'hides', 'fell', 'sneaked']
falling : fell = hitting : hit -> ['hitting', 'fell', 'drove', 'hit', 'threw']
falling : fell = implementing : implemented -> ['implementing', 'implement', 'envisages', 'formulating', 'e-government']
falling : fell = increasing : increased -> ['increasing', 'increased', 'ever-increasing', 'ever-growing', 'reduces']
falling : fell = jumping : jumped -> ['jumping', 'fell', 'jumped', 'jumps', 'leaping']
falling : fell = knowing : knew -> ['knowing', 'knew', 'knows', 'learns', 'realizing']
falling : fell = listening : listened -> ['listening', 'listen', 'listened', 'listens', 'fell']
falling : fell = looking : looked -> ['looking', 'looked', 'look', 'looks', 'lunged']
falling : fell = moving : moved -> ['moving', 'moved', 'went', 'move', 'fell']
falling : fell = paying : paid -> ['paying', 'paid', 'pay', 'pays', 'owed']
falling : fell = playing : played -> ['playing', 'played', 'plays', 'play', 'deputising']
falling : fell = predicting : predicted -> ['predicting', 'predicts', 'estimating', 'predict', 'predicted']
falling : fell = reading : read -> ['reading', 'read', 'fell', 'rereading', 're-reading']
falling : fell = running : ran -> ['running', 'ran', 'runs', 'fell', 'drove']
falling : fell = saying : said -> ['saying', 'stating', 'says', 'retorted', 'remarking']
falling : fell = screaming : screamed -> ['screaming', 'screamed', 'cried', 'yells', 'roars']
falling : fell = seeing : saw -> ['seeing', 'sees', 'saw', 'realizing', 'realizes']
falling : fell = selling : sold -> ['selling', 'sell', 'sold', 'sells', 'buys']
falling : fell = shrinking : shrank -> ['shrinking', 'shrank', 'fell', 'shrinks', 'prospers']
falling : fell = singing : sang -> ['singing', 'sang', 'sings', 'sing', 'serenades']
falling : fell = sitting : sat -> ['sitting', 'sat', 'sits', 'fell', 'stood']
falling : fell = sleeping : slept -> ['sleeping', 'slept', 'fell', 'sleeps', 'abducts']
falling : fell = slowing : slowed -> ['slowing', 'slows', 'slowed', 'accelerates', 'overtook']
falling : fell = spending : spent -> ['spending', 'spent', 'spends', 'spend', 'expenditure']
falling : fell = striking : struck -> ['striking', 'fell', 'struck', 'strikes', 'drove']
falling : fell = swimming : swam -> ['swimming', 'canoeing', 'weightlifting', 'rowing', 'biathlon']
falling : fell = taking : took -> ['took', 'taking', 'take', 'takes', 'retook']
falling : fell = thinking : thought -> ['thinking', 'thinks', 'realizes', 'believing', 'surmises']
falling : fell = vanishing : vanished -> ['vanishing', 'vanishes', 'vanished', 'fell', 'abandons']
falling : fell = walking : walked -> ['walking', 'walked', 'strolls', 'fell', 'rode']
falling : fell = writing : wrote -> ['writing', 'wrote', 'writes', 'write', 'composing']
falling : fell = dancing : danced -> ['dancing', 'dances', 'dance', 'danced', 'dancers']
falling : fell = decreasing : decreased -> ['decreasing', 'decreases', 'decreased', 'increases', 'reduces']
falling : fell = describing : described -> ['describing', 'describes', 'discusses', 'explains', 'recounts']
falling : fell = enhancing : enhanced -> ['enhancing', 'enhances', 'enhance', 'improves', 'improving']
feeding : fed = flying : flew -> ['flying', 'fed', 'flown', 'hoisted', 're-equipped']
feeding : fed = generating : generated -> ['generating', 'generated', 'fed', 'generates', 'generate']
feeding : fed = going : went -> ['going', 'fed', 'gone', 'funneled', 'progressing']
feeding : fed = hiding : hid -> ['hiding', 'fed', 'sucked', 'locked', 'conned']
feeding : fed = hitting : hit -> ['hitting', 'fed', 'hit', 'smashed', 'struck']
feeding : fed = implementing : implemented -> ['implementing', 'implemented', 'fed', 'liberalised', 'instituting']
feeding : fed = increasing : increased -> ['increasing', 'increased', 'fed', 'ever-increasing', 'boosted']
feeding : fed = jumping : jumped -> ['jumping', 'fed', 'bumped', 'jump', 'trampoline']
feeding : fed = knowing : knew -> ['knowing', 'knows', 'fed', 'realizing', 'know']
feeding : fed = listening : listened -> ['listening', 'fed', 'listened', 'connected', 'refering']
feeding : fed = looking : looked -> ['looking', 'fed', 'looked', 'look', 'funneled']
feeding : fed = moving : moved -> ['moving', 'fed', 'moved', 'transported', 'progressing']
feeding : fed = paying : paid -> ['paying', 'paid', 'fed', 'payed', 'pay']
feeding : fed = playing : played -> ['playing', 'fed', 'played', 'thrashed', 'play']
feeding : fed = predicting : predicted -> ['predicting', 'fed', 'predicted', 'predicts', 'predict']
feeding : fed = reading : read -> ['reading', 'fed', 'read', 'drawn', 'draw']
feeding : fed = running : ran -> ['running', 'fed', 'run', 'cycled', 'drawn']
feeding : fed = saying : said -> ['saying', 'stating', 'retorted', 'claiming', 'fed']
feeding : fed = screaming : screamed -> ['screaming', 'fed', 'screamed', 'shouted', 'yelled']
feeding : fed = seeing : saw -> ['seeing', 'fed', 'miffed', 'humbled', 'greeted']
feeding : fed = selling : sold -> ['selling', 'fed', 'sold', 'shipped', 'exported']
feeding : fed = shrinking : shrank -> ['shrinking', 'fed', 'warmed', 'shrunk', 'swelled']
feeding : fed = singing : sang -> ['singing', 'fed', 'sung', 'sang', 'sings']
feeding : fed = sitting : sat -> ['sitting', 'fed', 'seated', 'tossed', 'beaten']
feeding : fed = sleeping : slept -> ['sleeping', 'fed', 'drugged', 'filled', 'drenched']
feeding : fed = slowing : slowed -> ['slowing', 'fed', 'slowed', 'whittled', 'speeded']
feeding : fed = spending : spent -> ['spending', 'fed', 'invested', 'racked', 'spent']
feeding : fed = striking : struck -> ['striking', 'struck', 'fed', 'blasted', 'drawn']
feeding : fed = swimming : swam -> ['swimming', 'fed', '25m', 'table-tennis', 'waterpolo']
feeding : fed = taking : took -> ['taking', 'fed', 'taken', 'take', 'drawn']
feeding : fed = thinking : thought -> ['thinking', 'fed', 'worried', 'sucked', 'miffed']
feeding : fed = vanishing : vanished -> ['vanishing', 'fed', 'sucked', 'transformed', 'disappearing']
feeding : fed = walking : walked -> ['walking', 'fed', 'cycled', 'paraded', 'paddled']
feeding : fed = writing : wrote -> ['writing', 'fed', 'write', 'poetry', 'written']
feeding : fed = dancing : danced -> ['dancing', 'fed', 'danced', 'dance', 'dancesport']
feeding : fed = decreasing : decreased -> ['decreasing', 'multiplied', 'fed', 'reduced', 'increasing']
feeding : fed = describing : described -> ['describing', 'fed', 'summed', 'describes', 'prefaced']
feeding : fed = enhancing : enhanced -> ['enhancing', 'fed', 'boosted', 'boosting', 'enhance']
feeding : fed = falling : fell -> ['falling', 'fed', 'fell', 'slid', 'sucked']
flying : flew = generating : generated -> ['generating', 'generates', 'generate', 'megawatt', 'kilowatts']
flying : flew = going : went -> ['going', 'went', 'goes', 'go', 'gone']
flying : flew = hiding : hid -> ['hiding', 'hid', 'sneaked', 'flew', 'hides']
flying : flew = hitting : hit -> ['hitting', 'flew', 'homered', 'threw', 'homers']
flying : flew = implementing : implemented -> ['implementing', 'implement', 'formulating', 'implemented', 'peace-building']
flying : flew = increasing : increased -> ['increasing', 'increased', 'increase', 'decreasing', 'increases']
flying : flew = jumping : jumped -> ['jumping', 'flew', 'jumped', 'leaped', 'skied']
flying : flew = knowing : knew -> ['knowing', 'knows', 'knew', 'realizing', 'know']
flying : flew = listening : listened -> ['listening', 'listened', 'listen', 'listens', 'berate']
flying : flew = looking : looked -> ['looking', 'looked', 'look', 'looks', 'inched']
flying : flew = moving : moved -> ['moving', 'moved', 'flew', 'move', 'relocating']
flying : flew = paying : paid -> ['paying', 'paid', 'pay', 'pays', 'payed']
flying : flew = playing : played -> ['playing', 'played', 'play', 'plays', 'flew']
flying : flew = predicting : predicted -> ['predicting', 'predicts', 'predicted', 'predict', 'estimating']
flying : flew = reading : read -> ['reading', 'read', 'drew', 'reads', 'wrote']
flying : flew = running : ran -> ['running', 'ran', 'flew', 'runs', 'run']
flying : flew = saying : said -> ['saying', 'stating', 'says', 'retorted', 'tweeted']
flying : flew = screaming : screamed -> ['screaming', 'screamed', 'shouted', 'screams', 'cried']
flying : flew = seeing : saw -> ['seeing', 'sees', 'reckons', 'saw', 'realizing']
flying : flew = selling : sold -> ['selling', 'sell', 'sold', 'sells', 'flew']
flying : flew = shrinking : shrank -> ['shrinking', 'shrank', 'shrinks', 'surged', 'recedes']
flying : flew = singing : sang -> ['singing', 'sang', 'sings', 'sing', 'rapped']
flying : flew = sitting : sat -> ['sitting', 'sat', 'sit', 'flew', 'seated']
flying : flew = sleeping : slept -> ['sleeping', 'slept', 'flew', 'sleeps', 'huddled']
flying : flew = slowing : slowed -> ['slowing', 'slows', 'slowed', 'accelerates', 'surged']
flying : flew = spending : spent -> ['spending', 'spent', 'spend', 'spends', 'flew']
flying : flew = striking : struck -> ['striking', 'flew', 'struck', 'threw', 'strikes']
flying : flew = swimming : swam -> ['swimming', 'swam', 'weightlifting', 'olympic-sized', 'short-course']
flying : flew = taking : took -> ['taking', 'took', 'take', 'takes', 'taken']
flying : flew = thinking : thought -> ['thinking', 'surmises', 'thinks', 'theorizes', 'mused']
flying : flew = vanishing : vanished -> ['vanishing', 'flew', 'vanishes', 'vanish', 'converge']
flying : flew = walking : walked -> ['walking', 'walked', 'flew', 'traveled', 'strolled']
flying : flew = writing : wrote -> ['writing', 'wrote', 'writes', 'write', 'composing']
flying : flew = dancing : danced -> ['dancing', 'danced', 'sang', 'dancers', 'skated']
flying : flew = decreasing : decreased -> ['decreasing', 'decreases', 'increasing', 'increases', 'decrease']
flying : flew = describing : described -> ['describing', 'describes', 'discusses', 'describe', 'characterizing']
flying : flew = enhancing : enhanced -> ['enhancing', 'enhance', 'improves', 'enhances', 'improve']
flying : flew = falling : fell -> ['falling', 'fell', 'leaped', 'tumbled', 'flew']
flying : flew = feeding : fed -> ['feeding', 'feed', 'feeds', 'flew', 'forages']
generating : generated = going : went -> ['going', 'gone', 'shunted', 'go', 'railroaded']
generating : generated = hiding : hid -> ['hiding', 'swiped', 'hidden', 'cowering', 'duped']
generating : generated = hitting : hit -> ['hitting', 'snagged', 'hit', 'ricocheting', 'nabbed']
generating : generated = implementing : implemented -> ['implementing', 'implemented', 'generated', 'circumvented', 'subverted']
generating : generated = increasing : increased -> ['increasing', 'increased', 'decreasing', 'lessened', 'ever-increasing']
generating : generated = jumping : jumped -> ['jumping', 'leaping', 'flicking', 'swarmed', 'trampoline']
generating : generated = knowing : knew -> ['knowing', 'knows', 'knew', 'sensed', 'divined']
generating : generated = listening : listened -> ['listening', 'listened', 'cued', 'daunted', 'synced']
generating : generated = looking : looked -> ['looking', 'looked', 'trawled', 'railroaded', 'swiped']
generating : generated = moving : moved -> ['moving', 'move', 'shunted', 'moved', 'transfered']
generating : generated = paying : paid -> ['paying', 'paid', 'payed', 'refunded', 'pay']
generating : generated = playing : played -> ['playing', 'played', 'play', 'swiped', 'generated']
generating : generated = predicting : predicted -> ['predicting', 'predicted', 'predicts', 'generated', 'foreshadowed']
generating : generated = reading : read -> ['reading', 'read', 'memorized', 'generated', 'perused']
generating : generated = running : ran -> ['running', 'run', 'swiped', 'trawled', 'cycled']
generating : generated = saying : said -> ['saying', 'stating', 'intimating', 'retorted', 'preceeded']
generating : generated = screaming : screamed -> ['screaming', 'screamed', 'screams', 'howled', 'groaning']
generating : generated = seeing : saw -> ['seeing', 'preceeded', 'daunted', 'noticing', 'divined']
generating : generated = selling : sold -> ['selling', 'sold', 'hoarded', 'peddled', 'retailed']
generating : generated = shrinking : shrank -> ['shrinking', 'generated', 'dampened', 'shrunk', 'brightened']
generating : generated = singing : sang -> ['singing', 'sung', 'rapped', 'rapping', 'sang']
generating : generated = sitting : sat -> ['sitting', 'seated', 'quizzed', 'sat', 'glimpsed']
generating : generated = sleeping : slept -> ['sleeping', 'huddled', 'gnawed', 'licked', 'smothered']
generating : generated = slowing : slowed -> ['slowing', 'slowed', 'impeded', 'slows', 'quickened']
generating : generated = spending : spent -> ['spending', 'generated', 'disbursed', 'accrued', 'underwritten']
generating : generated = striking : struck -> ['striking', 'struck', 'generated', 'ricocheting', 'enlivened']
generating : generated = swimming : swam -> ['swimming', '25m', 'weightlifting', 'waterskiing', 'trampoline']
generating : generated = taking : took -> ['taking', 'taken', 'take', 'took', 'generated']
generating : generated = thinking : thought -> ['thinking', 'fooled', 'forewarned', 'insinuated', 'divined']
generating : generated = vanishing : vanished -> ['vanishing', 'generated', 'vanishes', 'disappearing', 'sublimated']
generating : generated = walking : walked -> ['walking', 'strolls', 'trodden', 'strolling', 'swiped']
generating : generated = writing : wrote -> ['writing', 'written', 'writen', 'memorized', 'write']
generating : generated = dancing : danced -> ['dancing', 'dances', 'dance', 'singing', 'danced']
generating : generated = decreasing : decreased -> ['decreasing', 'increasing', 'decreased', 'decreases', 'lessened']
generating : generated = describing : described -> ['describing', 'describes', 'described', 'characterising', 'prefaced']
generating : generated = enhancing : enhanced -> ['enhancing', 'enhances', 'improves', 'enhance', 'enhanced']
generating : generated = falling : fell -> ['falling', 'thrown', 'fell', 'slipping', 'tumbled']
generating : generated = feeding : fed -> ['feeding', 'gnawed', 'gnawing', 'parasitised', 'parasitized']
generating : generated = flying : flew -> ['flying', 'flown', 'fly', 'piloted', 'flies']
going : went = hiding : hid -> ['hiding', 'hid', 'imprisons', 'hides', 'stayed']
going : went = hitting : hit -> ['hitting', 'threw', 'went', 'hit', 'overtook']
going : went = implementing : implemented -> ['implementing', 'implement', 'formulating', 'codifying', 'instituting']
going : went = increasing : increased -> ['increasing', 'increased', 'ever-increasing', 'reduces', 'decreases']
going : went = jumping : jumped -> ['jumping', 'jumped', 'went', 'leaping', 'jumps']
going : went = knowing : knew -> ['knowing', 'knew', 'informs', 'tells', 'forgave']
going : went = listening : listened -> ['listening', 'went', 'listen', 'listened', 'listens']
